sku_id,date,actual_demand,forecast_demand
SKU0007,2024-11-26,36,36.12
SKU0030,2024-11-26,27,28.5
SKU0014,2024-11-26,29,28.92
SKU0001,2024-11-26,35,33.33
SKU0015,2024-11-26,30,30.64
SKU0002,2024-11-26,31,31.85
SKU0035,2024-11-26,26,27.5
SKU0010,2024-11-26,32,31.45
SKU0017,2024-11-26,27,29.75
SKU0011,2024-11-26,25,24.98
SKU0034,2024-11-26,35,35.09
SKU0008,2024-11-26,25,28.17
SKU0023,2024-11-26,43,42.82
SKU0026,2024-11-26,29,28.02
SKU0029,2024-11-26,23,24.64
SKU0025,2024-11-26,26,27.41
SKU0024,2024-11-26,38,36.34
SKU0004,2024-11-26,31,27.33
SKU0036,2024-11-26,24,24.36
SKU0018,2024-11-26,37,37.75
SKU0006,2024-11-26,26,28.21
SKU0016,2024-11-26,31,29.7
SKU0005,2024-11-26,50,47.18
SKU0032,2024-11-26,36,35.88
SKU0040,2024-11-26,30,31.8
SKU0021,2024-11-26,28,28.85
SKU0033,2024-11-26,28,27.82
SKU0030,2024-11-27,33,28.92
SKU0011,2024-11-27,24,23.35
SKU0007,2024-11-27,31,31.34
SKU0009,2024-11-27,21,21.82
SKU0037,2024-11-27,30,30.8
SKU0040,2024-11-27,32,32.49
SKU0038,2024-11-27,34,33.01
SKU0002,2024-11-27,30,30.52
SKU0035,2024-11-27,23,24.94
SKU0023,2024-11-27,30,32.3
SKU0012,2024-11-27,25,25.45
SKU0008,2024-11-27,28,28.37
SKU0015,2024-11-27,23,24.56
SKU0018,2024-11-27,38,37.62
SKU0033,2024-11-27,27,27.49
SKU0039,2024-11-27,32,32.23
SKU0032,2024-11-27,35,34.03
SKU0005,2024-11-27,32,30.99
SKU0022,2024-11-27,26,27.94
SKU0028,2024-11-27,31,30.6
SKU0017,2024-11-27,28,28.91
SKU0010,2024-11-27,29,29.65
SKU0016,2024-11-27,29,28.93
SKU0004,2024-11-27,27,24.91
SKU0024,2024-11-27,36,35.9
SKU0034,2024-11-27,38,38.49
SKU0027,2024-11-27,31,29.25
SKU0021,2024-11-27,29,29.4
SKU0025,2024-11-27,25,28.45
SKU0013,2024-11-27,48,46.95
SKU0031,2024-11-27,25,25.66
SKU0003,2024-11-27,24,24.0
SKU0019,2024-11-27,28,26.36
SKU0029,2024-11-27,26,25.94
SKU0001,2024-11-27,30,31.74
SKU0014,2024-11-27,28,29.34
SKU0036,2024-11-27,24,24.23
SKU0026,2024-11-27,23,23.19
SKU0006,2024-11-27,27,27.61
SKU0020,2024-11-27,32,31.07
SKU0026,2024-11-28,47,45.57
SKU0013,2024-11-28,60,50.46
SKU0021,2024-11-28,55,49.7
SKU0008,2024-11-28,36,29.06
SKU0023,2024-11-28,50,46.41
SKU0001,2024-11-28,47,42.57
SKU0036,2024-11-28,43,40.31
SKU0029,2024-11-28,38,35.64
SKU0034,2024-11-28,56,50.41
SKU0017,2024-11-28,38,32.98
SKU0010,2024-11-28,53,48.5
SKU0012,2024-11-28,44,42.7
SKU0032,2024-11-28,54,47.07
SKU0030,2024-11-28,54,45.98
SKU0022,2024-11-28,40,32.11
SKU0040,2024-11-28,50,48.83
SKU0024,2024-11-28,47,40.52
SKU0020,2024-11-28,47,41.25
SKU0016,2024-11-28,55,47.6
SKU0025,2024-11-28,35,29.24
SKU0027,2024-11-28,41,35.0
SKU0031,2024-11-28,50,47.09
SKU0035,2024-11-28,43,41.33
SKU0004,2024-11-28,45,44.09
SKU0018,2024-11-28,55,50.44
SKU0006,2024-11-28,52,47.71
SKU0003,2024-11-28,46,38.96
SKU0014,2024-11-28,39,31.68
SKU0002,2024-11-28,50,43.08
SKU0009,2024-11-28,33,29.63
SKU0007,2024-11-28,53,48.79
SKU0011,2024-11-28,43,40.41
SKU0037,2024-11-28,58,49.09
SKU0028,2024-11-28,41,35.43
SKU0005,2024-11-28,46,36.95
SKU0033,2024-11-28,42,34.41
SKU0038,2024-11-28,60,50.34
SKU0015,2024-11-28,44,42.38
SKU0039,2024-11-28,51,44.71
SKU0019,2024-11-28,47,42.04
SKU0004,2024-11-29,29,27.83
SKU0010,2024-11-29,30,27.24
SKU0034,2024-11-29,49,49.53
SKU0016,2024-11-29,23,24.22
SKU0012,2024-11-29,24,24.05
SKU0035,2024-11-29,31,28.26
SKU0005,2024-11-29,32,30.93
SKU0036,2024-11-29,22,21.75
SKU0027,2024-11-29,27,28.08
SKU0009,2024-11-29,25,23.24
SKU0039,2024-11-29,43,43.74
SKU0028,2024-11-29,26,26.7
SKU0001,2024-11-29,33,31.95
SKU0037,2024-11-29,27,26.86
SKU0019,2024-11-29,27,26.62
SKU0025,2024-11-29,22,24.23
SKU0014,2024-11-29,29,28.77
SKU0002,2024-11-29,33,29.22
SKU0022,2024-11-29,25,25.3
SKU0011,2024-11-29,24,22.34
SKU0038,2024-11-29,34,30.21
SKU0030,2024-11-29,44,45.17
SKU0007,2024-11-29,34,32.59
SKU0021,2024-11-29,29,26.62
SKU0033,2024-11-29,26,25.48
SKU0023,2024-11-29,27,29.35
SKU0003,2024-11-29,24,25.04
SKU0006,2024-11-29,26,25.27
SKU0017,2024-11-29,28,28.01
SKU0018,2024-11-29,44,38.72
SKU0040,2024-11-29,33,30.46
SKU0015,2024-11-29,27,25.95
SKU0008,2024-11-29,25,24.12
SKU0024,2024-11-29,34,33.25
SKU0020,2024-11-29,36,40.23
SKU0013,2024-11-29,38,33.06
SKU0029,2024-11-29,27,23.49
SKU0032,2024-11-29,34,31.44
SKU0026,2024-11-29,24,23.43
SKU0031,2024-11-29,28,26.07
SKU0024,2024-11-30,42,38.33
SKU0027,2024-11-30,35,31.59
SKU0019,2024-11-30,35,28.47
SKU0015,2024-11-30,36,28.79
SKU0037,2024-11-30,36,27.45
SKU0014,2024-11-30,29,28.49
SKU0016,2024-11-30,35,27.14
SKU0018,2024-11-30,44,41.63
SKU0006,2024-11-30,36,28.9
SKU0007,2024-11-30,38,34.58
SKU0002,2024-11-30,39,31.25
SKU0020,2024-11-30,37,36.61
SKU0033,2024-11-30,47,43.32
SKU0009,2024-11-30,29,26.25
SKU0003,2024-11-30,29,27.11
SKU0004,2024-11-30,39,30.19
SKU0031,2024-11-30,31,29.5
SKU0022,2024-11-30,32,27.76
SKU0030,2024-11-30,50,45.63
SKU0025,2024-11-30,32,28.41
SKU0038,2024-11-30,38,30.7
SKU0012,2024-11-30,30,28.32
SKU0026,2024-11-30,34,26.48
SKU0032,2024-11-30,38,32.62
SKU0008,2024-11-30,30,29.34
SKU0017,2024-11-30,30,29.47
SKU0001,2024-11-30,44,46.19
SKU0005,2024-11-30,40,37.39
SKU0013,2024-11-30,42,36.27
SKU0011,2024-11-30,26,25.57
SKU0010,2024-11-30,36,29.09
SKU0040,2024-11-30,37,33.5
SKU0029,2024-11-30,28,28.19
SKU0023,2024-11-30,33,29.51
SKU0021,2024-11-30,34,27.75
SKU0034,2024-11-30,45,42.88
SKU0039,2024-11-30,41,36.67
SKU0036,2024-11-30,34,28.21
SKU0028,2024-11-30,35,30.06
SKU0035,2024-11-30,37,31.08
SKU0004,2024-12-01,30,31.41
SKU0026,2024-12-01,35,28.58
SKU0011,2024-12-01,28,27.88
SKU0035,2024-12-01,32,33.11
SKU0016,2024-12-01,29,26.87
SKU0025,2024-12-01,30,32.54
SKU0036,2024-12-01,45,47.15
SKU0009,2024-12-01,32,31.37
SKU0038,2024-12-01,47,36.27
SKU0002,2024-12-01,53,49.29
SKU0023,2024-12-01,50,49.01
SKU0010,2024-12-01,34,31.62
SKU0018,2024-12-01,48,42.74
SKU0019,2024-12-01,33,30.03
SKU0013,2024-12-01,45,36.89
SKU0001,2024-12-01,35,35.79
SKU0012,2024-12-01,28,27.84
SKU0015,2024-12-01,32,33.68
SKU0022,2024-12-01,34,33.89
SKU0021,2024-12-01,44,46.43
SKU0005,2024-12-01,40,38.66
SKU0003,2024-12-01,31,27.97
SKU0032,2024-12-01,36,33.35
SKU0007,2024-12-01,37,35.9
SKU0028,2024-12-01,35,34.05
SKU0034,2024-12-01,43,41.82
SKU0029,2024-12-01,38,40.35
SKU0033,2024-12-01,30,30.22
SKU0027,2024-12-01,35,37.13
SKU0039,2024-12-01,38,39.07
SKU0040,2024-12-01,44,47.84
SKU0006,2024-12-01,36,32.45
SKU0037,2024-12-01,36,29.35
SKU0008,2024-12-01,36,36.51
SKU0031,2024-12-01,41,44.61
SKU0020,2024-12-01,37,37.12
SKU0017,2024-12-01,31,31.88
SKU0014,2024-12-01,31,31.37
SKU0024,2024-12-01,43,39.29
SKU0030,2024-12-01,39,38.69
SKU0017,2024-12-02,27,27.82
SKU0038,2024-12-02,39,35.28
SKU0023,2024-12-02,24,24.79
SKU0004,2024-12-02,30,29.34
SKU0009,2024-12-02,23,26.86
SKU0030,2024-12-02,34,36.53
SKU0002,2024-12-02,31,29.28
SKU0015,2024-12-02,27,27.09
SKU0016,2024-12-02,28,24.54
SKU0007,2024-12-02,34,34.18
SKU0021,2024-12-02,31,29.27
SKU0024,2024-12-02,37,36.3
SKU0006,2024-12-02,24,25.99
SKU0031,2024-12-02,27,27.43
SKU0025,2024-12-02,22,23.64
SKU0011,2024-12-02,25,26.18
SKU0010,2024-12-02,36,33.05
SKU0033,2024-12-02,33,27.22
SKU0003,2024-12-02,27,27.23
SKU0027,2024-12-02,38,35.47
SKU0014,2024-12-02,28,28.8
SKU0020,2024-12-02,31,31.54
SKU0018,2024-12-02,39,37.39
SKU0035,2024-12-02,42,37.99
SKU0037,2024-12-02,30,28.88
SKU0036,2024-12-02,25,25.33
SKU0034,2024-12-02,38,37.53
SKU0040,2024-12-02,34,33.46
SKU0013,2024-12-02,32,33.31
SKU0019,2024-12-02,44,40.47
SKU0028,2024-12-02,31,33.25
SKU0022,2024-12-02,31,28.52
SKU0005,2024-12-02,34,34.35
SKU0026,2024-12-02,30,27.07
SKU0012,2024-12-02,17,22.31
SKU0029,2024-12-02,23,24.24
SKU0001,2024-12-02,29,28.51
SKU0032,2024-12-02,32,32.69
SKU0008,2024-12-02,27,26.37
SKU0039,2024-12-02,45,44.05
SKU0024,2024-12-03,31,32.28
SKU0013,2024-12-03,40,38.49
SKU0037,2024-12-03,29,29.82
SKU0012,2024-12-03,27,25.58
SKU0004,2024-12-03,30,29.14
SKU0011,2024-12-03,18,20.83
SKU0020,2024-12-03,29,31.31
SKU0006,2024-12-03,33,28.97
SKU0027,2024-12-03,34,38.11
SKU0039,2024-12-03,33,35.84
SKU0009,2024-12-03,24,24.92
SKU0003,2024-12-03,28,28.58
SKU0014,2024-12-03,27,28.17
SKU0029,2024-12-03,28,27.35
SKU0018,2024-12-03,38,38.67
SKU0032,2024-12-03,33,33.35
SKU0035,2024-12-03,34,33.72
SKU0040,2024-12-03,29,31.42
SKU0034,2024-12-03,37,37.15
SKU0008,2024-12-03,25,26.85
SKU0028,2024-12-03,32,32.3
SKU0025,2024-12-03,26,31.6
SKU0001,2024-12-03,33,30.66
SKU0005,2024-12-03,32,32.57
SKU0019,2024-12-03,29,30.69
SKU0017,2024-12-03,34,32.38
SKU0036,2024-12-03,27,26.79
SKU0026,2024-12-03,24,26.61
SKU0031,2024-12-03,25,26.15
SKU0038,2024-12-03,42,42.99
SKU0016,2024-12-03,31,29.32
SKU0002,2024-12-03,35,30.08
SKU0030,2024-12-03,33,32.54
SKU0015,2024-12-03,23,25.68
SKU0021,2024-12-03,27,27.64
SKU0023,2024-12-03,39,40.5
SKU0033,2024-12-03,41,42.35
SKU0007,2024-12-03,47,43.97
SKU0010,2024-12-03,36,35.9
SKU0022,2024-12-03,22,25.25
SKU0001,2024-12-04,34,33.19
SKU0032,2024-12-04,30,31.37
SKU0020,2024-12-04,31,31.31
SKU0007,2024-12-04,46,45.64
SKU0015,2024-12-04,25,25.93
SKU0029,2024-12-04,27,26.62
SKU0024,2024-12-04,34,34.06
SKU0008,2024-12-04,30,28.13
SKU0030,2024-12-04,27,29.92
SKU0033,2024-12-04,27,29.84
SKU0005,2024-12-04,28,29.49
SKU0031,2024-12-04,26,26.78
SKU0021,2024-12-04,31,29.25
SKU0017,2024-12-04,27,28.72
SKU0012,2024-12-04,19,21.37
SKU0025,2024-12-04,23,25.29
SKU0039,2024-12-04,32,32.58
SKU0004,2024-12-04,28,29.46
SKU0016,2024-12-04,32,29.72
SKU0038,2024-12-04,51,48.59
SKU0023,2024-12-04,31,26.35
SKU0019,2024-12-04,39,38.51
SKU0011,2024-12-04,26,24.07
SKU0010,2024-12-04,31,31.42
SKU0002,2024-12-04,31,28.06
SKU0013,2024-12-04,39,37.34
SKU0022,2024-12-04,30,27.88
SKU0009,2024-12-04,22,24.33
SKU0036,2024-12-04,27,26.62
SKU0026,2024-12-04,27,27.58
SKU0037,2024-12-04,29,29.41
SKU0035,2024-12-04,25,27.38
SKU0040,2024-12-04,26,27.07
SKU0006,2024-12-04,27,29.27
SKU0003,2024-12-04,27,28.63
SKU0034,2024-12-04,40,39.36
SKU0028,2024-12-04,30,31.3
SKU0014,2024-12-04,29,29.04
SKU0027,2024-12-04,26,30.22
SKU0018,2024-12-04,48,43.74
SKU0014,2024-12-05,35,30.23
SKU0013,2024-12-05,40,38.13
SKU0023,2024-12-05,30,27.72
SKU0020,2024-12-05,41,39.53
SKU0015,2024-12-05,31,28.49
SKU0001,2024-12-05,36,32.88
SKU0038,2024-12-05,37,36.26
SKU0022,2024-12-05,33,29.71
SKU0021,2024-12-05,33,30.33
SKU0016,2024-12-05,31,29.39
SKU0035,2024-12-05,34,31.48
SKU0009,2024-12-05,28,24.42
SKU0032,2024-12-05,36,33.1
SKU0011,2024-12-05,30,24.47
SKU0028,2024-12-05,33,31.89
SKU0034,2024-12-05,43,41.97
SKU0018,2024-12-05,42,42.04
SKU0019,2024-12-05,29,31.4
SKU0003,2024-12-05,26,27.66
SKU0017,2024-12-05,33,29.67
SKU0005,2024-12-05,38,33.97
SKU0010,2024-12-05,32,32.21
SKU0031,2024-12-05,32,29.29
SKU0002,2024-12-05,35,31.39
SKU0026,2024-12-05,29,27.96
SKU0027,2024-12-05,31,30.89
SKU0040,2024-12-05,30,30.14
SKU0006,2024-12-05,26,26.35
SKU0036,2024-12-05,30,27.63
SKU0025,2024-12-05,24,23.96
SKU0030,2024-12-05,37,33.22
SKU0039,2024-12-05,36,34.98
SKU0033,2024-12-05,29,29.56
SKU0029,2024-12-05,28,27.21
SKU0004,2024-12-05,36,30.99
SKU0037,2024-12-05,41,38.9
SKU0008,2024-12-05,28,28.19
SKU0012,2024-12-05,29,22.14
SKU0007,2024-12-05,34,34.07
SKU0024,2024-12-05,40,36.99
SKU0029,2024-12-06,25,26.35
SKU0027,2024-12-06,29,29.2
SKU0031,2024-12-06,25,26.35
SKU0008,2024-12-06,40,37.38
SKU0007,2024-12-06,41,39.49
SKU0030,2024-12-06,29,29.86
SKU0014,2024-12-06,28,28.28
SKU0006,2024-12-06,31,30.41
SKU0038,2024-12-06,35,35.63
SKU0015,2024-12-06,29,26.98
SKU0034,2024-12-06,48,44.9
SKU0039,2024-12-06,35,34.51
SKU0021,2024-12-06,35,32.75
SKU0028,2024-12-06,28,29.31
SKU0017,2024-12-06,29,30.57
SKU0022,2024-12-06,27,24.6
SKU0009,2024-12-06,20,21.64
SKU0024,2024-12-06,35,34.58
SKU0035,2024-12-06,48,45.83
SKU0036,2024-12-06,28,28.34
SKU0011,2024-12-06,24,22.45
SKU0037,2024-12-06,30,28.26
SKU0016,2024-12-06,26,28.59
SKU0025,2024-12-06,31,28.95
SKU0012,2024-12-06,24,23.81
SKU0018,2024-12-06,38,38.03
SKU0003,2024-12-06,27,27.13
SKU0004,2024-12-06,30,29.32
SKU0023,2024-12-06,31,32.24
SKU0001,2024-12-06,33,32.73
SKU0010,2024-12-06,32,32.42
SKU0040,2024-12-06,27,28.38
SKU0002,2024-12-06,32,31.66
SKU0026,2024-12-06,24,24.98
SKU0032,2024-12-06,46,40.8
SKU0033,2024-12-06,29,28.37
SKU0020,2024-12-06,35,33.54
SKU0005,2024-12-06,36,33.8
SKU0019,2024-12-06,45,40.79
SKU0013,2024-12-06,47,45.4
SKU0033,2024-12-07,28,27.88
SKU0016,2024-12-07,31,30.81
SKU0007,2024-12-07,38,37.66
SKU0031,2024-12-07,27,26.1
SKU0003,2024-12-07,39,36.55
SKU0030,2024-12-07,34,30.4
SKU0017,2024-12-07,31,29.88
SKU0018,2024-12-07,40,39.85
SKU0004,2024-12-07,39,35.72
SKU0001,2024-12-07,36,34.06
SKU0015,2024-12-07,30,28.13
SKU0006,2024-12-07,33,30.5
SKU0021,2024-12-07,34,33.5
SKU0035,2024-12-07,32,30.2
SKU0005,2024-12-07,41,36.87
SKU0032,2024-12-07,35,34.73
SKU0036,2024-12-07,31,29.34
SKU0020,2024-12-07,33,33.23
SKU0002,2024-12-07,34,32.11
SKU0010,2024-12-07,32,32.05
SKU0026,2024-12-07,29,27.31
SKU0019,2024-12-07,33,34.32
SKU0025,2024-12-07,26,25.66
SKU0040,2024-12-07,31,27.93
SKU0009,2024-12-07,26,22.72
SKU0011,2024-12-07,27,26.23
SKU0027,2024-12-07,28,27.85
SKU0013,2024-12-07,39,38.83
SKU0034,2024-12-07,40,39.7
SKU0014,2024-12-07,30,30.28
SKU0037,2024-12-07,34,30.82
SKU0023,2024-12-07,32,31.29
SKU0029,2024-12-07,25,25.65
SKU0008,2024-12-07,36,35.12
SKU0024,2024-12-07,39,38.12
SKU0012,2024-12-07,27,24.0
SKU0028,2024-12-07,30,29.95
SKU0039,2024-12-07,33,33.13
SKU0038,2024-12-07,35,34.12
SKU0022,2024-12-07,27,29.46
SKU0016,2024-12-08,29,29.4
SKU0001,2024-12-08,28,32.07
SKU0025,2024-12-08,22,25.08
SKU0004,2024-12-08,33,32.36
SKU0036,2024-12-08,21,23.61
SKU0012,2024-12-08,27,27.44
SKU0011,2024-12-08,28,27.74
SKU0013,2024-12-08,37,36.74
SKU0040,2024-12-08,41,39.45
SKU0003,2024-12-08,37,36.69
SKU0023,2024-12-08,30,30.23
SKU0019,2024-12-08,28,27.72
SKU0033,2024-12-08,26,27.79
SKU0037,2024-12-08,28,29.51
SKU0024,2024-12-08,42,42.57
SKU0032,2024-12-08,39,40.8
SKU0007,2024-12-08,31,33.17
SKU0026,2024-12-08,25,25.97
SKU0008,2024-12-08,23,24.06
SKU0028,2024-12-08,31,30.64
SKU0030,2024-12-08,41,37.55
SKU0022,2024-12-08,30,30.89
SKU0017,2024-12-08,34,34.54
SKU0038,2024-12-08,36,34.88
SKU0015,2024-12-08,21,23.86
SKU0006,2024-12-08,29,30.06
SKU0010,2024-12-08,30,32.01
SKU0035,2024-12-08,28,29.5
SKU0014,2024-12-08,23,26.09
SKU0021,2024-12-08,33,32.78
SKU0034,2024-12-08,37,37.77
SKU0020,2024-12-08,35,35.4
SKU0031,2024-12-08,26,28.57
SKU0018,2024-12-08,32,33.95
SKU0009,2024-12-08,23,24.08
SKU0005,2024-12-08,34,35.95
SKU0002,2024-12-08,42,39.33
SKU0029,2024-12-08,27,26.28
SKU0027,2024-12-08,29,30.3
SKU0039,2024-12-08,32,32.99
SKU0019,2024-12-09,26,26.54
SKU0017,2024-12-09,24,26.24
SKU0038,2024-12-09,36,34.21
SKU0018,2024-12-09,33,33.28
SKU0024,2024-12-09,28,29.76
SKU0013,2024-12-09,39,38.2
SKU0039,2024-12-09,32,32.7
SKU0006,2024-12-09,26,28.19
SKU0030,2024-12-09,26,28.56
SKU0012,2024-12-09,26,25.57
SKU0037,2024-12-09,29,28.78
SKU0002,2024-12-09,28,29.1
SKU0007,2024-12-09,33,33.45
SKU0031,2024-12-09,27,25.84
SKU0011,2024-12-09,25,25.25
SKU0029,2024-12-09,26,25.84
SKU0010,2024-12-09,29,29.56
SKU0026,2024-12-09,22,22.97
SKU0008,2024-12-09,22,22.98
SKU0020,2024-12-09,33,32.96
SKU0009,2024-12-09,19,20.43
SKU0034,2024-12-09,37,36.93
SKU0027,2024-12-09,34,32.3
SKU0025,2024-12-09,26,26.66
SKU0023,2024-12-09,32,31.07
SKU0028,2024-12-09,24,25.92
SKU0004,2024-12-09,23,24.83
SKU0040,2024-12-09,29,26.99
SKU0036,2024-12-09,22,23.18
SKU0015,2024-12-09,20,21.64
SKU0021,2024-12-09,25,27.02
SKU0001,2024-12-09,27,27.9
SKU0022,2024-12-09,26,27.36
SKU0035,2024-12-09,26,26.69
SKU0032,2024-12-09,31,31.94
SKU0016,2024-12-09,27,27.01
SKU0033,2024-12-09,32,31.4
SKU0005,2024-12-09,36,35.45
SKU0014,2024-12-09,23,24.3
SKU0003,2024-12-09,24,24.85
SKU0039,2024-12-10,29,30.82
SKU0003,2024-12-10,22,22.63
SKU0032,2024-12-10,40,40.01
SKU0008,2024-12-10,26,25.33
SKU0018,2024-12-10,30,31.28
SKU0007,2024-12-10,27,28.8
SKU0033,2024-12-10,27,27.3
SKU0036,2024-12-10,24,25.03
SKU0002,2024-12-10,26,25.64
SKU0030,2024-12-10,28,28.88
SKU0006,2024-12-10,26,27.56
SKU0004,2024-12-10,41,41.8
SKU0017,2024-12-10,27,27.89
SKU0005,2024-12-10,33,34.35
SKU0031,2024-12-10,23,25.03
SKU0029,2024-12-10,25,26.37
SKU0020,2024-12-10,32,31.99
SKU0009,2024-12-10,25,24.74
SKU0027,2024-12-10,25,27.26
SKU0022,2024-12-10,24,25.92
SKU0023,2024-12-10,25,27.38
SKU0038,2024-12-10,34,33.84
SKU0013,2024-12-10,34,34.84
SKU0028,2024-12-10,32,28.31
SKU0024,2024-12-10,30,30.0
SKU0001,2024-12-10,30,28.69
SKU0040,2024-12-10,29,29.37
SKU0015,2024-12-10,23,22.21
SKU0035,2024-12-10,25,28.65
SKU0014,2024-12-10,27,28.04
SKU0012,2024-12-10,24,25.49
SKU0021,2024-12-10,28,28.29
SKU0019,2024-12-10,32,29.96
SKU0011,2024-12-10,24,26.45
SKU0016,2024-12-10,28,28.49
SKU0025,2024-12-10,20,22.69
SKU0010,2024-12-10,31,30.31
SKU0026,2024-12-10,22,23.47
SKU0034,2024-12-10,38,37.84
SKU0037,2024-12-10,24,26.62
SKU0015,2024-12-11,41,40.06
SKU0003,2024-12-11,41,38.8
SKU0016,2024-12-11,32,28.92
SKU0038,2024-12-11,50,47.52
SKU0004,2024-12-11,48,46.65
SKU0017,2024-12-11,38,36.95
SKU0005,2024-12-11,46,42.03
SKU0013,2024-12-11,49,42.24
SKU0001,2024-12-11,44,41.35
SKU0006,2024-12-11,38,33.0
SKU0002,2024-12-11,47,46.91
SKU0012,2024-12-11,35,33.18
SKU0011,2024-12-11,38,35.31
SKU0007,2024-12-11,44,40.72
SKU0008,2024-12-11,27,25.45
SKU0039,2024-12-11,45,43.93
SKU0009,2024-12-11,29,26.57
SKU0014,2024-12-11,43,41.62
SKU0010,2024-12-11,48,45.43
SKU0020,2024-12-11,34,34.18
SKU0026,2024-12-11,41,38.62
SKU0034,2024-12-11,49,44.71
SKU0033,2024-12-11,42,40.95
SKU0032,2024-12-11,45,44.7
SKU0021,2024-12-11,44,40.85
SKU0019,2024-12-11,44,42.38
SKU0036,2024-12-11,38,35.99
SKU0022,2024-12-11,39,37.9
SKU0031,2024-12-11,39,37.43
SKU0023,2024-12-11,45,42.98
SKU0030,2024-12-11,34,33.94
SKU0024,2024-12-11,41,37.12
SKU0029,2024-12-11,38,36.68
SKU0040,2024-12-11,35,40.61
SKU0018,2024-12-11,54,46.53
SKU0028,2024-12-11,37,33.43
SKU0027,2024-12-11,38,37.01
SKU0037,2024-12-11,45,43.12
SKU0035,2024-12-11,48,46.12
SKU0025,2024-12-11,30,29.89
SKU0009,2024-12-12,39,39.07
SKU0016,2024-12-12,45,41.44
SKU0032,2024-12-12,47,44.6
SKU0033,2024-12-12,39,39.9
SKU0038,2024-12-12,35,35.27
SKU0027,2024-12-12,40,38.41
SKU0021,2024-12-12,46,45.63
SKU0025,2024-12-12,29,28.16
SKU0010,2024-12-12,44,43.42
SKU0036,2024-12-12,44,42.26
SKU0004,2024-12-12,33,27.49
SKU0015,2024-12-12,28,26.74
SKU0003,2024-12-12,42,39.37
SKU0037,2024-12-12,34,29.04
SKU0022,2024-12-12,39,40.54
SKU0026,2024-12-12,40,41.66
SKU0012,2024-12-12,38,35.72
SKU0008,2024-12-12,39,36.62
SKU0039,2024-12-12,37,35.72
SKU0029,2024-12-12,25,28.11
SKU0024,2024-12-12,43,41.14
SKU0007,2024-12-12,46,47.15
SKU0005,2024-12-12,41,37.6
SKU0011,2024-12-12,24,27.15
SKU0013,2024-12-12,48,47.84
SKU0020,2024-12-12,31,32.5
SKU0028,2024-12-12,33,31.4
SKU0006,2024-12-12,42,40.07
SKU0031,2024-12-12,30,30.18
SKU0014,2024-12-12,33,29.1
SKU0030,2024-12-12,47,43.76
SKU0023,2024-12-12,46,48.47
SKU0018,2024-12-12,43,45.28
SKU0040,2024-12-12,31,31.42
SKU0002,2024-12-12,47,43.99
SKU0035,2024-12-12,36,31.05
SKU0034,2024-12-12,41,43.7
SKU0001,2024-12-12,51,48.79
SKU0019,2024-12-12,47,46.97
SKU0017,2024-12-12,36,36.7
SKU0036,2024-12-13,22,23.17
SKU0021,2024-12-13,28,27.76
SKU0032,2024-12-13,31,31.88
SKU0039,2024-12-13,34,32.24
SKU0011,2024-12-13,21,25.88
SKU0028,2024-12-13,26,28.35
SKU0016,2024-12-13,31,27.83
SKU0035,2024-12-13,25,24.18
SKU0004,2024-12-13,26,27.8
SKU0024,2024-12-13,36,35.44
SKU0037,2024-12-13,25,24.15
SKU0015,2024-12-13,35,36.53
SKU0006,2024-12-13,28,27.97
SKU0001,2024-12-13,28,28.2
SKU0031,2024-12-13,21,21.84
SKU0014,2024-12-13,28,36.72
SKU0030,2024-12-13,29,29.38
SKU0013,2024-12-13,45,47.1
SKU0020,2024-12-13,31,31.23
SKU0018,2024-12-13,36,34.13
SKU0022,2024-12-13,27,26.17
SKU0017,2024-12-13,28,28.26
SKU0005,2024-12-13,36,35.19
SKU0029,2024-12-13,20,22.18
SKU0008,2024-12-13,24,24.21
SKU0012,2024-12-13,20,23.2
SKU0007,2024-12-13,31,30.33
SKU0003,2024-12-13,25,23.67
SKU0023,2024-12-13,30,29.3
SKU0002,2024-12-13,31,28.32
SKU0027,2024-12-13,29,28.73
SKU0025,2024-12-13,24,23.91
SKU0040,2024-12-13,27,27.96
SKU0009,2024-12-13,22,22.29
SKU0033,2024-12-13,25,26.11
SKU0010,2024-12-13,27,28.43
SKU0019,2024-12-13,29,28.5
SKU0038,2024-12-13,32,32.23
SKU0026,2024-12-13,22,21.55
SKU0034,2024-12-13,47,47.28
SKU0014,2024-12-14,32,33.25
SKU0023,2024-12-14,33,34.56
SKU0036,2024-12-14,25,27.32
SKU0013,2024-12-14,40,39.41
SKU0004,2024-12-14,33,29.27
SKU0018,2024-12-14,52,49.21
SKU0024,2024-12-14,40,37.78
SKU0027,2024-12-14,29,34.17
SKU0022,2024-12-14,39,39.56
SKU0008,2024-12-14,33,30.83
SKU0010,2024-12-14,39,43.1
SKU0007,2024-12-14,35,35.34
SKU0029,2024-12-14,26,26.52
SKU0015,2024-12-14,33,35.17
SKU0009,2024-12-14,26,26.38
SKU0021,2024-12-14,48,48.68
SKU0012,2024-12-14,32,30.73
SKU0005,2024-12-14,47,40.83
SKU0037,2024-12-14,41,41.28
SKU0034,2024-12-14,50,45.29
SKU0019,2024-12-14,45,47.59
SKU0003,2024-12-14,31,28.28
SKU0006,2024-12-14,38,40.23
SKU0035,2024-12-14,33,31.15
SKU0026,2024-12-14,36,38.03
SKU0016,2024-12-14,33,31.59
SKU0033,2024-12-14,43,46.7
SKU0001,2024-12-14,34,32.74
