date,sku_id,units_sold,selling_price,gross_revenue,promo_flag,discount_pct,month,week_of_year,day_of_week,is_weekend,is_festival_month,is_payday_period,season_tag,holiday_flag,weather_index,campaign_intensity,platform_traffic_source,traffic_index,competitor_price_index,competitor_stockout_flag,bundle_offer_flag,stock_visibility_score,rating_score,review_volume,product_visibility_rank
5/29/24,SKU0021,28,573.57,16059.96,0,0.0488,5,22,2,0,0,1,summer,0,0.9414800341990497,1,affiliate,0.9842144211575091,0.9565573702929558,0,1,0.8318269503772997,3.54,130,114
5/30/24,SKU0021,22,592.09,13025.98,0,0.0181,5,22,3,0,0,1,summer,0,1.0208425005063984,0,organic,0.9444126068756714,0.9962186665657851,0,1,0.7970387769451346,3.54,130,67
5/31/24,SKU0021,40,419.93,16797.2,1,0.3036,5,22,4,0,0,1,summer,0,0.7521380809596099,2,affiliate,1.0205517230164631,1.0138771717423047,0,1,0.7457825971742703,3.54,130,118
6/1/24,SKU0021,28,580.39,16250.92,0,0.0375,6,22,5,1,0,1,monsoon,0,0.8734411908120462,0,affiliate,1.127184193170899,1.0085316546746912,0,0,0.7756957775343452,3.54,130,96
6/2/24,SKU0021,25,564.53,14113.25,0,0.0638,6,22,6,1,0,1,monsoon,0,1.0970490015732497,0,organic,1.0691496611558395,1.0188001309953068,0,0,0.7254770435104251,3.54,130,69
6/3/24,SKU0021,22,594.62,13081.64,0,0.0139,6,23,0,0,0,1,monsoon,0,0.7331247109977982,0,paid,0.9532539426058779,0.9923413656529041,1,0,0.653041712,3.54,130,119
6/4/24,SKU0021,26,585.33,15218.58,0,0.0293,6,23,1,0,0,1,monsoon,0,1.013933796380336,0,paid,0.9553612452731222,0.9839278433441995,0,1,0.8581616033488727,3.54,130,16
6/5/24,SKU0021,40,391.11,15644.4,1,0.3514,6,23,2,0,0,1,monsoon,1,1.0026751428821072,1,paid,1.0480675563878685,0.9756756760861359,0,0,0.8185572363556152,3.54,130,73
6/6/24,SKU0021,36,489.09,17607.24,1,0.1889,6,23,3,0,0,1,monsoon,0,1.0583648176509473,0,affiliate,0.995882667,1.011306403742175,0,0,0.7309733133897338,3.54,130,61
6/7/24,SKU0021,38,418.36,15897.68,1,0.3062,6,23,4,0,0,1,monsoon,0,0.7455553521712664,1,affiliate,0.9996651120529617,1.0042764134672584,0,0,0.7265194759839243,3.54,130,16
6/8/24,SKU0021,29,574.18,16651.22,0,0.0478,6,23,5,1,0,0,monsoon,0,0.6953708510930954,0,paid,1.0327522728392982,0.9987538809746849,1,0,0.7903639706894258,3.54,130,72
6/9/24,SKU0021,23,574.78,13219.94,0,0.0468,6,23,6,1,0,0,monsoon,0,1.1664343138286106,0,affiliate,1.0797671843903458,0.9983097430879293,0,0,0.6181658285074949,3.54,130,54
6/10/24,SKU0021,40,307.41,12296.4,1,0.4902,6,24,0,0,0,0,monsoon,0,1.0166079678373625,1,affiliate,1.0063074730746449,0.9941704985075309,0,0,0.7796934538696424,3.54,130,18
6/11/24,SKU0021,23,577.85,13290.55,0,0.0417,6,24,1,0,0,0,monsoon,0,1.0615243116881101,0,affiliate,0.9638426613394135,0.9916690344374489,0,0,0.6741037961243237,3.54,130,117
6/12/24,SKU0021,24,602.22,14453.28,0,0.0013,6,24,2,0,0,0,monsoon,0,1.242494727589627,0,organic,0.9849144185613975,1.0131392713992629,0,0,0.7277021797483526,3.54,130,58
6/13/24,SKU0021,21,560.37,11767.77,0,0.0707,6,24,3,0,0,0,monsoon,0,1.0260757071536348,0,affiliate,0.991298119,0.9843095189769708,0,0,0.832452897,3.54,130,113
6/14/24,SKU0021,27,546.5,14755.5,0,0.0937,6,24,4,0,0,0,monsoon,0,0.7053776673258194,1,organic,0.9857389062075194,1.0303269659851007,0,1,0.7709005335082691,3.54,130,10
6/15/24,SKU0021,24,548.43,13162.32,0,0.0905,6,24,5,1,0,0,monsoon,0,0.9531867457952196,0,paid,1.0722725011813492,1.0302611695644068,0,0,0.8039563276425447,3.54,130,56
6/16/24,SKU0021,42,342.5,14385,1,0.432,6,24,6,1,0,0,monsoon,0,1.1227561508048158,0,affiliate,1.0238180895251723,1.0343882261402602,0,0,0.7231003374447247,3.54,130,97
6/17/24,SKU0021,36,450.74,16226.64,1,0.2525,6,25,0,0,0,0,monsoon,0,0.9361883775908988,2,affiliate,0.9871003495443634,1.0247105936992968,0,0,0.7277699580097143,3.54,130,93
6/18/24,SKU0021,27,563.99,15227.73,0,0.0647,6,25,1,0,0,0,monsoon,0,0.9545692164267038,0,organic,1.0492764259549752,0.9883308860425248,1,0,0.7606565183818093,3.54,130,35
6/19/24,SKU0021,21,558.08,11719.68,0,0.0745,6,25,2,0,0,0,monsoon,0,0.9097663803875269,0,paid,1.0521830153460465,1.0187647905034685,0,0,0.7777037953214213,3.54,130,20
6/20/24,SKU0021,27,554.88,14981.76,0,0.0798,6,25,3,0,0,0,monsoon,1,1.220181332757376,0,affiliate,1.0570358037853256,0.9978769308939751,0,1,0.693614302,3.54,130,65
6/21/24,SKU0021,34,497.11,16901.74,1,0.1756,6,25,4,0,0,0,monsoon,0,1.1864953353442074,2,paid,1.0125516912417967,1.0023491756369125,0,0,0.7752702690690156,3.54,130,79
6/22/24,SKU0021,23,560.13,12882.99,0,0.0711,6,25,5,1,0,0,monsoon,0,0.7285296367363645,0,organic,1.0751854152077498,1.009286180855382,0,0,0.7165935652037911,3.54,130,118
6/23/24,SKU0021,27,584.01,15768.27,0,0.0315,6,25,6,1,0,0,monsoon,0,1.2856430285709708,0,paid,1.0260663827920857,0.9955528901909166,1,0,0.7760430009292415,3.54,130,109
6/24/24,SKU0021,24,578.7,13888.8,0,0.0403,6,26,0,0,0,0,monsoon,0,0.8838876283671413,0,paid,0.9789945097225268,0.9999769818239956,1,0,0.6941061777743265,3.54,130,78
6/25/24,SKU0021,45,370.3,16663.5,1,0.3859,6,26,1,0,0,1,monsoon,0,1.304145858909642,1,affiliate,0.9553399028887425,1.0147793140135322,0,0,0.8025470669563067,3.54,130,10
6/26/24,SKU0021,22,569.29,12524.38,0,0.0559,6,26,2,0,0,1,monsoon,0,0.8029098524475111,0,organic,1.0149304591369732,1.0189873290322158,0,0,0.7177582190134785,3.54,130,26
6/27/24,SKU0021,26,580.27,15087.02,0,0.0377,6,26,3,0,0,1,monsoon,0,1.1652425184151738,0,organic,1.021546335440408,1.0157991623617226,0,0,0.7738889715511452,3.54,130,22
6/28/24,SKU0021,41,364.03,14925.23,1,0.3963,6,26,4,0,0,1,monsoon,0,0.915035504,0,affiliate,1.0179211354026378,1.0507261667776646,1,0,0.7731262587753817,3.54,130,87
6/29/24,SKU0021,29,564.89,16381.81,0,0.0632,6,26,5,1,0,1,monsoon,0,0.976641849,2,paid,1.040203540299008,1.0425857973334598,0,0,0.8177690844289008,3.54,130,66
6/30/24,SKU0021,45,446.76,20104.2,1,0.2591,6,26,6,1,0,1,monsoon,0,1.1325061167297696,2,paid,1.0386585858766872,1.002014293580059,0,1,0.738718029,3.54,130,30
7/1/24,SKU0021,28,557.9,15621.2,0,0.0748,7,27,0,0,0,1,monsoon,0,0.8890515476942645,0,organic,1.028620854197524,1.0027694686536588,0,0,0.8031651607473083,3.54,130,16
7/2/24,SKU0021,28,548.61,15361.08,0,0.0902,7,27,1,0,0,1,monsoon,0,1.0472969020649303,0,paid,0.9698002650491456,1.0086277246227502,1,0,0.7445813727003285,3.54,130,1
7/3/24,SKU0021,44,326.22,14353.68,1,0.459,7,27,2,0,0,1,monsoon,0,1.0461196323096034,0,organic,1.0062406806750195,1.0129993188111144,0,0,0.8934901646695284,3.54,130,58
7/4/24,SKU0021,20,542.76,10855.2,0,0.0999,7,27,3,0,0,1,monsoon,0,1.1786899124589445,0,paid,1.0369888723737786,1.0324018115176692,0,1,0.7263422507787384,3.54,130,96
7/5/24,SKU0021,42,314.4,13204.8,1,0.4786,7,27,4,0,0,1,monsoon,0,1.2049985780181744,2,paid,1.016110360905921,0.9863293722213249,0,0,0.7417848697046845,3.54,130,86
7/6/24,SKU0021,29,593.89,17222.81,0,0.0151,7,27,5,1,0,1,monsoon,0,1.2818521576935324,0,affiliate,1.0623639124989033,0.9879808892478987,0,0,0.6709725883021566,3.54,130,15
7/7/24,SKU0021,24,558.2,13396.8,0,0.0743,7,27,6,1,0,1,monsoon,0,1.0455805247863401,0,organic,1.065534341,0.9978790553535272,0,0,0.8218713283054183,3.54,130,109
7/8/24,SKU0021,18,574.54,10341.72,0,0.0472,7,28,0,0,0,0,monsoon,0,1.0613082521151018,0,affiliate,1.014377110866127,1.0607151888872868,0,1,0.7123375682365497,3.54,130,33
7/9/24,SKU0021,27,577.13,15582.51,0,0.0429,7,28,1,0,0,0,monsoon,0,0.9147109193430316,1,affiliate,0.9960957015339017,1.0267807927731984,0,0,0.7961120408705292,3.54,130,23
7/10/24,SKU0021,25,591.72,14793,0,0.0187,7,28,2,0,0,0,monsoon,0,0.8849677270883213,1,paid,0.9497600135941999,0.9683360005666264,0,0,0.8130834579754147,3.54,130,71
7/11/24,SKU0021,29,569.71,16521.59,0,0.0552,7,28,3,0,0,0,monsoon,0,0.8018245091228603,1,organic,0.9441108476251265,1.002587095278425,0,0,0.7063089988674855,3.54,130,70
7/12/24,SKU0021,25,601.31,15032.75,0,0.0028,7,28,4,0,0,0,monsoon,0,0.9660574779880895,0,paid,1.0082460739004813,0.9634013078067268,0,0,0.8223224794446211,3.54,130,88
7/13/24,SKU0021,21,551.75,11586.75,0,0.085,7,28,5,1,0,0,monsoon,0,1.0234603587466498,0,affiliate,1.043046546351608,1.0088071917973878,0,0,0.8327224492732627,3.54,130,72
7/14/24,SKU0021,23,566.58,13031.34,0,0.0604,7,28,6,1,0,0,monsoon,0,1.0030325566188274,0,organic,1.1045960732959592,0.9963934533045347,0,0,0.7302210239571881,3.54,130,29
7/15/24,SKU0021,38,382,14516,1,0.3665,7,29,0,0,0,0,monsoon,0,1.0859983182998934,2,affiliate,1.0044488109960128,1.0268613450069284,0,0,0.7091285693648808,3.54,130,90
7/16/24,SKU0021,24,599.68,14392.32,0,0.0055,7,29,1,0,0,0,monsoon,1,0.796570606,0,paid,1.0649994385221144,1.0271114750494155,0,0,0.7110921418703562,3.54,130,9
7/17/24,SKU0021,26,552.53,14365.78,0,0.0837,7,29,2,0,0,0,monsoon,0,1.2598906204270395,0,organic,0.975225932,1.0345986453871707,1,0,0.84842787,3.54,130,107
7/18/24,SKU0021,35,452.79,15847.65,1,0.2491,7,29,3,0,0,0,monsoon,0,1.0460663700328365,1,affiliate,1.0436296813191712,1.0077098080484561,0,0,0.750402297,3.54,130,105
7/19/24,SKU0021,26,545.35,14179.1,0,0.0956,7,29,4,0,0,0,monsoon,0,1.1639805516506376,1,organic,1.0154798359940276,1.0139107873015836,0,1,0.7521189014287881,3.54,130,72
7/20/24,SKU0021,21,581.35,12208.35,0,0.0359,7,29,5,1,0,0,monsoon,0,1.0517871292539762,0,organic,1.0912706085168804,1.0244411948185823,0,1,0.860863444,3.54,130,104
7/21/24,SKU0021,25,553.92,13848,0,0.0814,7,29,6,1,0,0,monsoon,0,0.8685227754384419,0,paid,1.0252397502893609,1.013988373,0,1,0.6879040101317664,3.54,130,96
7/22/24,SKU0021,26,583.76,15177.76,0,0.0319,7,30,0,0,0,0,monsoon,0,0.951120207,0,paid,0.9771645073720077,0.9849176564518466,0,0,0.8055404026182504,3.54,130,6
7/23/24,SKU0021,39,498.14,19427.46,1,0.1739,7,30,1,0,0,0,monsoon,0,0.5052577951750313,2,paid,0.98466831,0.9825339824172292,0,1,0.818804198,3.54,130,101
7/24/24,SKU0021,24,558.44,13402.56,0,0.0739,7,30,2,0,0,0,monsoon,0,1.0320777548555276,0,organic,1.0460321713461285,1.0112914771112578,0,1,0.7470317012626071,3.54,130,74
7/25/24,SKU0021,39,433.01,16887.39,1,0.2819,7,30,3,0,0,1,monsoon,0,0.9896040910166107,1,organic,1.0159609330267951,0.9680337762107037,0,1,0.8339262915336065,3.54,130,85
7/26/24,SKU0021,30,584.91,17547.3,0,0.03,7,30,4,0,0,1,monsoon,1,1.181952176770917,0,organic,1.038633456498401,1.0342648531610321,0,1,0.821273311,3.54,130,38
7/27/24,SKU0021,25,558.56,13964,0,0.0737,7,30,5,1,0,1,monsoon,0,0.7366059629075282,0,organic,1.0181770673841597,0.9822824752627167,0,0,0.7620776783558825,3.54,130,87
7/28/24,SKU0021,24,551.5,13236,0,0.0854,7,30,6,1,0,1,monsoon,0,0.9882122120376723,0,organic,1.1007398659341634,1.025095818675361,0,0,0.7548227824839082,3.54,130,75
7/29/24,SKU0021,25,579.18,14479.5,0,0.0395,7,31,0,0,0,1,monsoon,0,0.9541888666741006,0,affiliate,1.0385377968060727,0.9965772057205708,0,0,0.7889764087598883,3.54,130,35
7/30/24,SKU0021,26,568.33,14776.58,0,0.0575,7,31,1,0,0,1,monsoon,0,0.8105218861040339,0,paid,0.9822598959611915,0.969988427,0,0,0.7369068452632876,3.54,130,90
7/31/24,SKU0021,24,602.22,14453.28,0,0.0013,7,31,2,0,0,1,monsoon,0,0.7797760616242068,2,organic,0.9785810569790913,1.0057117634049768,0,1,0.7464698943225644,3.54,130,93
8/1/24,SKU0021,29,563.93,16353.97,0,0.0648,8,31,3,0,0,1,monsoon,0,0.8236740665027346,2,organic,0.9989258400082505,0.9942167178264606,0,0,0.7812907575762555,3.54,130,55
8/2/24,SKU0021,22,563.56,12398.32,0,0.0654,8,31,4,0,0,1,monsoon,0,1.147583156551504,0,affiliate,1.0172834209797295,0.9739025261517857,0,0,0.738475263,3.54,130,37
8/3/24,SKU0021,24,573.09,13754.16,0,0.0496,8,31,5,1,0,1,monsoon,0,1.1477942569932664,0,affiliate,1.0451037097676645,1.0221050249931694,0,0,0.7863355832318353,3.54,130,111
8/4/24,SKU0021,24,570.44,13690.56,0,0.054,8,31,6,1,0,1,monsoon,0,0.7840080983488484,0,affiliate,1.0694319240670083,1.0026239227079257,0,0,0.7726179002641792,3.54,130,50
8/5/24,SKU0021,22,586.9,12911.8,0,0.0267,8,32,0,0,0,1,monsoon,0,0.9749902439845627,1,paid,0.9652655512725549,0.99897985,0,0,0.8082696573977125,3.54,130,77
8/6/24,SKU0021,24,587.86,14108.64,0,0.0251,8,32,1,0,0,1,monsoon,0,1.0710082182650111,0,affiliate,1.0403156364665387,1.0349192088698276,0,0,0.8027736247005584,3.54,130,11
8/7/24,SKU0021,27,564.77,15248.79,0,0.0634,8,32,2,0,0,1,monsoon,0,1.0488489842537247,0,paid,1.036081476357676,0.9706036771516391,0,1,0.8075843737362176,3.54,130,15
8/8/24,SKU0021,37,410.16,15175.92,1,0.3198,8,32,3,0,0,0,monsoon,0,0.7722284014152245,1,paid,1.0270757326721165,1.0313014531219113,0,1,0.7963597253511066,3.54,130,64
8/9/24,SKU0021,24,562,13488,0,0.068,8,32,4,0,0,0,monsoon,0,0.9097488444440653,1,paid,0.9693505869046689,1.0147278805554436,0,0,0.7340556139065687,3.54,130,17
8/10/24,SKU0021,25,581.53,14538.25,0,0.0356,8,32,5,1,0,0,monsoon,0,0.7846396604309049,1,paid,1.079478849851527,1.0083751819743665,0,0,0.7060077299875727,3.54,130,25
8/11/24,SKU0021,27,552.11,14906.97,0,0.0844,8,32,6,1,0,0,monsoon,0,1.1524616618831574,0,paid,1.017004875557034,0.9492450581687193,0,0,0.7467831274512798,3.54,130,64
8/12/24,SKU0021,23,574.96,13224.08,0,0.0465,8,33,0,0,0,0,monsoon,0,1.389295868390645,0,organic,1.0419677571129922,1.0105017741312952,0,0,0.7197620000200565,3.54,130,63
8/13/24,SKU0021,22,592.93,13044.46,0,0.0167,8,33,1,0,0,0,monsoon,0,0.992519352,0,paid,0.9625444238196336,0.9936358714193605,0,0,0.6741043094466956,3.54,130,43
8/14/24,SKU0021,26,588.71,15306.46,0,0.0237,8,33,2,0,0,0,monsoon,0,0.6781476340792287,1,paid,0.9941478411689388,1.0327396706467182,0,0,0.7841087838056332,3.54,130,70
8/15/24,SKU0021,39,410.7,16017.3,1,0.3189,8,33,3,0,0,0,monsoon,0,1.1227844381768062,2,paid,1.0253707744102736,0.9987835598987423,0,0,0.7121332454140679,3.54,130,30
8/16/24,SKU0021,21,595.16,12498.36,0,0.013,8,33,4,0,0,0,monsoon,0,1.2335254050721343,0,organic,0.9688492253359581,0.9713617566902616,0,0,0.760427683,3.54,130,96
8/17/24,SKU0021,25,575.62,14390.5,0,0.0454,8,33,5,1,0,0,monsoon,0,1.2218008363845965,0,affiliate,0.9928182893973309,0.9890293573190294,0,0,0.6629409694472649,3.54,130,45
8/18/24,SKU0021,23,548.31,12611.13,0,0.0907,8,33,6,1,0,0,monsoon,0,1.0246960503300666,0,organic,1.0344109894401525,0.9909343243661213,0,1,0.6580569070498249,3.54,130,112
8/19/24,SKU0021,22,566.76,12468.72,0,0.0601,8,34,0,0,0,0,monsoon,0,1.079472275747662,0,organic,0.9856718311059021,1.0074720665200103,0,0,0.7960171090199292,3.54,130,85
8/20/24,SKU0021,24,572.37,13736.88,0,0.0508,8,34,1,0,0,0,monsoon,0,1.0142280139125304,0,paid,0.9861714737389046,0.9939520745953943,0,0,0.714130145,3.54,130,69
8/21/24,SKU0021,37,415.41,15370.17,1,0.3111,8,34,2,0,0,0,monsoon,0,1.108083375731571,1,affiliate,1.003689640388205,1.0226789868242747,0,0,0.790287133,3.54,130,107
8/22/24,SKU0021,26,599.62,15590.12,0,0.0056,8,34,3,0,0,0,monsoon,0,1.1412121444850034,1,paid,0.997633126,1.0153042885963874,0,0,0.7218823908431155,3.54,130,34
8/23/24,SKU0021,22,545.23,11995.06,0,0.0958,8,34,4,0,0,0,monsoon,0,0.8869633654032704,0,organic,1.0014824883967213,0.9886986927106945,0,0,0.7670846555773384,3.54,130,74
8/24/24,SKU0021,43,449.9,19345.7,1,0.2539,8,34,5,1,0,0,monsoon,0,0.9120238158995593,2,affiliate,1.0235395490312762,1.0386121601168719,0,1,0.7307105285953426,3.54,130,113
8/25/24,SKU0021,30,562.24,16867.2,0,0.0676,8,34,6,1,0,1,monsoon,0,0.9487495789893284,0,affiliate,1.036108256906761,1.005644563645385,1,0,0.6807858362996341,3.54,130,106
8/26/24,SKU0021,42,367.89,15451.38,1,0.3899,8,35,0,0,0,1,monsoon,0,0.9654550680767439,2,affiliate,1.012294793084386,0.9800317021418853,0,0,0.7215738932953476,3.54,130,39
8/27/24,SKU0021,46,331.23,15236.58,1,0.4507,8,35,1,0,0,1,monsoon,0,1.028759594885995,2,organic,0.9712093490307918,0.9884013011688124,0,1,0.6908935145484156,3.54,130,17
8/28/24,SKU0021,42,457.68,19222.56,1,0.241,8,35,2,0,0,1,monsoon,0,1.1677988671707435,1,paid,0.9649697262551603,1.028093454233642,1,0,0.8011332786474161,3.54,130,81
8/29/24,SKU0021,21,597.33,12543.93,0,0.0094,8,35,3,0,0,1,monsoon,0,0.8040144925777821,0,paid,0.9978680659137054,1.026418064872532,0,0,0.7625797677252818,3.54,130,99
8/30/24,SKU0021,23,600.89,13820.47,0,0.0035,8,35,4,0,0,1,monsoon,0,1.1377759056574723,0,affiliate,1.0666359854699186,1.0182002849677467,0,0,0.7694584626891936,3.54,130,115
8/31/24,SKU0021,29,557.41,16164.89,0,0.0756,8,35,5,1,0,1,monsoon,0,0.970448331,0,affiliate,1.1147640307503555,0.9810384600182195,0,0,0.7041392241029057,3.54,130,82
9/1/24,SKU0021,22,564.29,12414.38,0,0.0642,9,35,6,1,0,1,monsoon,0,0.5700819366963432,0,organic,0.9783441040129713,0.9852283621426572,0,0,0.8176008612124994,3.54,130,77
9/2/24,SKU0021,18,543.48,9782.64,0,0.0987,9,36,0,0,0,1,monsoon,0,0.9401935819822957,0,affiliate,0.9856701501104275,0.9906328602254372,0,0,0.7900717055643061,3.54,130,47
9/3/24,SKU0021,32,544.99,17439.68,0,0.0962,9,36,1,0,0,1,monsoon,0,0.9590670363283372,2,organic,0.9947038260810803,1.0316747081799313,1,0,0.6767613827377763,3.54,130,109
9/4/24,SKU0021,27,563.26,15208.02,0,0.0659,9,36,2,0,0,1,monsoon,1,1.0822315185058742,0,paid,0.9951851867636241,0.9999890084871225,0,0,0.806578551,3.54,130,2
9/5/24,SKU0021,28,556.87,15592.36,0,0.0765,9,36,3,0,0,1,monsoon,0,1.0884339115130288,1,organic,0.9974331325154037,1.013762817,0,0,0.763656004,3.54,130,85
9/6/24,SKU0021,25,542.82,13570.5,0,0.0998,9,36,4,0,0,1,monsoon,0,0.9990451651584897,0,paid,0.9807529304254696,0.9692500031026873,0,0,0.7996772016941691,3.54,130,15
9/7/24,SKU0021,27,573.51,15484.77,0,0.0489,9,36,5,1,0,1,monsoon,0,0.877833385,0,organic,1.0429268971195385,0.9532987751576772,0,0,0.7609393876737883,3.54,130,77
9/8/24,SKU0021,26,576.35,14985.1,0,0.0442,9,36,6,1,0,0,monsoon,0,1.1429150727490835,0,paid,1.014051477844169,0.9985879207374604,0,0,0.8209463952908994,3.54,130,16
9/9/24,SKU0021,23,579.6,13330.8,0,0.0388,9,37,0,0,0,0,monsoon,1,0.898430446,0,affiliate,0.9504820595884566,1.0105778673082444,0,0,0.6418347023565203,3.54,130,30
9/10/24,SKU0021,24,574.78,13794.72,0,0.0468,9,37,1,0,0,0,monsoon,0,0.8217328962690632,0,organic,0.9655155825235681,1.0032654137404404,0,0,0.7865161442571412,3.54,130,23
9/11/24,SKU0021,24,570.2,13684.8,0,0.0544,9,37,2,0,0,0,monsoon,0,0.9037761259727737,0,paid,0.9987819782878296,1.0079356909212625,0,1,0.7245471279460366,3.54,130,118
9/12/24,SKU0021,22,590.28,12986.16,0,0.0211,9,37,3,0,0,0,monsoon,0,0.9192093481420225,0,affiliate,1.0182958804419135,0.9962949159963315,0,0,0.7782189719605748,3.54,130,103
9/13/24,SKU0021,20,578.88,11577.6,0,0.04,9,37,4,0,0,0,monsoon,0,0.9828831180411868,0,paid,1.0697898252231306,1.0043567839221916,0,0,0.7316725288844503,3.54,130,90
9/14/24,SKU0021,27,566.52,15296.04,0,0.0605,9,37,5,1,0,0,monsoon,0,0.9328069857672462,1,affiliate,1.0289047570510912,1.0089149686511711,0,1,0.6965844440606173,3.54,130,52
9/15/24,SKU0021,28,585.15,16384.2,0,0.0296,9,37,6,1,0,0,monsoon,1,0.9453443452636192,1,paid,1.0786014137195319,0.9929574215064852,0,0,0.7131253747063532,3.54,130,101
9/16/24,SKU0021,26,570.86,14842.36,0,0.0533,9,38,0,0,0,0,monsoon,0,1.111243580093016,1,affiliate,0.9974696753328735,0.9743877078051938,0,0,0.7801122601931145,3.54,130,86
9/17/24,SKU0021,26,549.82,14295.32,0,0.0882,9,38,1,0,0,0,monsoon,0,1.1194751124861726,0,affiliate,0.9880933760829957,0.994109137,0,1,0.7969398596656152,3.54,130,14
9/18/24,SKU0021,27,583.22,15746.94,0,0.0328,9,38,2,0,0,0,monsoon,1,1.0799278770017229,0,affiliate,1.0197747532003185,1.0257459738450987,0,1,0.8316162051836085,3.54,130,14
9/19/24,SKU0021,24,566.94,13606.56,0,0.0598,9,38,3,0,0,0,monsoon,0,0.9535833118882033,0,paid,0.995074365,0.9527753116775297,0,0,0.6862091331404351,3.54,130,40
9/20/24,SKU0021,26,570.14,14823.64,0,0.0545,9,38,4,0,0,0,monsoon,0,0.8999113883860284,1,affiliate,0.9763303745168438,0.9871508462221076,0,0,0.8541186188254933,3.54,130,72
9/21/24,SKU0021,27,590.16,15934.32,0,0.0213,9,38,5,1,0,0,monsoon,0,0.9652339075400637,1,affiliate,1.0275547631015558,0.9999477116426678,0,0,0.7891926322790503,3.54,130,93
9/22/24,SKU0021,41,491.81,20164.21,1,0.1844,9,38,6,1,0,0,monsoon,1,0.9779957707547929,1,paid,1.0201151685243055,0.9712032529806217,0,1,0.7883468322067909,3.54,130,70
9/23/24,SKU0021,38,431.63,16401.94,1,0.2842,9,39,0,0,0,0,monsoon,0,1.1262170622234506,2,organic,0.9670613615910091,1.031847690736036,0,0,0.8413749181701954,3.54,130,100
9/24/24,SKU0021,26,591.18,15370.68,0,0.0196,9,39,1,0,0,0,monsoon,0,0.9579673283907186,2,organic,1.0130061609524432,0.9962870208144263,0,0,0.772512101,3.54,130,74
9/25/24,SKU0021,37,510.14,18875.18,1,0.154,9,39,2,0,0,1,monsoon,0,0.8192915257950868,1,paid,1.0056015434096468,1.0063469829862721,0,0,0.7438462555777106,3.54,130,87
9/26/24,SKU0021,21,556.87,11694.27,0,0.0765,9,39,3,0,0,1,monsoon,0,0.87440881,0,paid,0.9659864410439165,0.9842231573636506,0,1,0.6310979954876075,3.54,130,53
9/27/24,SKU0021,31,556.75,17259.25,0,0.0767,9,39,4,0,0,1,monsoon,0,1.2646278147124888,1,affiliate,0.9546959593915236,0.987785685,1,0,0.7170377010958223,3.54,130,32
9/28/24,SKU0021,28,555.97,15567.16,0,0.078,9,39,5,1,0,1,monsoon,0,0.8601008813838698,0,organic,1.077940543908582,0.9976475470750991,0,0,0.7180155645441431,3.54,130,70
9/29/24,SKU0021,27,595.16,16069.32,0,0.013,9,39,6,1,0,1,monsoon,0,0.8104304785644414,1,affiliate,1.0436107068504497,0.9904535482389486,0,0,0.8900071049348453,3.54,130,103
9/30/24,SKU0021,23,601.97,13845.31,0,0.0017,9,40,0,0,0,1,monsoon,0,0.9562495744679758,0,organic,0.995324831,0.9889241650463818,0,0,0.8943713717220606,3.54,130,47
10/1/24,SKU0021,25,572.79,14319.75,0,0.0501,10,40,1,0,1,1,festive,0,1.2641597617685598,0,paid,1.1443673262051475,0.9815330064115786,0,1,0.8210332734486698,3.54,130,83
10/2/24,SKU0021,32,564.71,18070.72,0,0.0635,10,40,2,0,1,1,festive,0,1.0144661127144177,0,affiliate,1.1453680363866408,1.0118808732020868,0,0,0.8343632776058487,3.54,130,24
10/3/24,SKU0021,27,554.28,14965.56,0,0.0808,10,40,3,0,1,1,festive,0,1.0438972891564953,0,organic,1.1220174775637277,0.9702916859057487,0,0,0.7194236401598437,3.54,130,110
10/4/24,SKU0021,26,602.82,15673.32,0,0.0003,10,40,4,0,1,1,festive,0,0.7635155925734225,0,affiliate,1.1840298725950822,1.0233262522219508,0,0,0.822350217,3.54,130,40
10/5/24,SKU0021,33,589.37,19449.21,0,0.0226,10,40,5,1,1,1,festive,0,0.7751760334516253,1,paid,1.231650362,1.007392118172258,0,1,0.6582840158293585,3.54,130,109
10/6/24,SKU0021,42,430.84,18095.28,1,0.2855,10,40,6,1,1,1,festive,0,0.9996443918871557,1,paid,1.2036471342819706,0.995259505,0,0,0.7720841944137826,3.54,130,107
10/7/24,SKU0021,39,555.6,21668.4,0,0.0786,10,41,0,0,1,1,festive,0,0.9313582635774857,2,organic,1.0715650435581516,1.0118468608941327,0,0,0.7487407282480327,3.54,130,38
10/8/24,SKU0021,31,581.29,18019.99,0,0.036,10,41,1,0,1,0,festive,1,1.0584491336089867,0,affiliate,1.150687147264779,0.9733695089645625,0,0,0.654587111,3.54,130,68
10/9/24,SKU0021,26,543.66,14135.16,0,0.0984,10,41,2,0,1,0,festive,0,0.8346286660521907,0,organic,1.1507559241053895,0.9963877967912049,0,1,0.7539059185175574,3.54,130,77
10/10/24,SKU0021,34,549.21,18673.14,0,0.0892,10,41,3,0,1,0,festive,0,1.1579573507383114,1,organic,1.1681744009914707,0.9778337459195466,0,0,0.8208392002873488,3.54,130,79
10/11/24,SKU0021,34,549.27,18675.18,0,0.0891,10,41,4,0,1,0,festive,0,1.2036210690492681,0,organic,1.1641474376135086,0.9985002669077157,1,0,0.8235350306318746,3.54,130,8
